tempmax,tempmin,temp,humidity,precip,precipprob,precipcover,windspeed,sealevelpressure,month,dayofweek,weekofyear,temp_humidity,temp_range,heat_index,conditions
35.1,26,30.7,67.6,0,0,0,11.5,1007.1,9,1,37,2075.32,9.1,172.1882207,Partially cloudy
32.2,24,27.3,80.6,17.104,100,12.5,18.4,999.6,6,1,25,2200.38,8.2,190.7801766,"Rain, Partially cloudy"
35.2,26.9,31,65.2,0,0,0,13.3,1006.1,9,3,37,2021.2,8.3,169.8551907,Partially cloudy
35.8,26.4,31.2,63.4,0,0,0,13.3,1005.1,9,4,37,1978.08,9.4,168.0551262,Clear
35.1,27,31.1,65.4,0,0,0,7.6,1004.2,9,5,37,2033.94,8.1,169.4387859,Partially cloudy
35.8,26,31.2,65.3,0,0,0,9.4,1005.3,9,6,37,2037.36,9.8,168.9048713,Partially cloudy
36.6,27,31.2,63,0,0,0,11.2,1004.7,9,0,38,1965.6,9.6,167.8484979,Partially cloudy
37,26.4,31.7,60.5,0,0,0,7.6,1003.6,9,1,38,1917.85,10.6,164.0187595,Clear
32.1,24.2,28.3,80.8,30.623,100,12.5,22.3,999.6,6,2,25,2286.64,7.9,184.5730853,"Rain, Partially cloudy"
32.6,27,29,74.1,0,0,0,18.4,1008.4,9,3,38,2148.9,5.6,182.1259904,Partially cloudy
35,25.8,29.8,70.8,0,0,0,11.2,1005.5,9,4,38,2109.84,9.2,177.5684811,Partially cloudy
34.2,27,29.9,71.3,0,0,0,9.4,1004.3,9,5,38,2131.87,7.2,177.0799758,Partially cloudy
34,26,30.1,67.6,0,0,0,8.2,1004.9,9,6,38,2034.76,8,175.2876362,Partially cloudy
34.8,26.3,30.5,67.2,0,0,0,9.4,1006.4,9,0,39,2049.6,8.5,173.0965027,Partially cloudy
35.2,26.9,30.8,65.7,0,0,0,11.2,1006.8,9,1,39,2023.56,8.3,171.0510667,Partially cloudy
36.1,26.2,31.2,63.1,0,0,0,7.6,1005.7,9,2,39,1968.72,9.9,167.9010593,Clear
34.3,27,30.9,66.4,0,0,0,11.2,1005.7,9,3,39,2051.76,7.3,170.8026091,Partially cloudy
35.1,27,31.1,66.2,0,0,0,7.6,1005.8,9,4,39,2058.82,8.1,169.730817,Partially cloudy
35,21.5,27.8,48.3,0,0,0,22,1008.3,10,3,41,1342.74,13.5,167.1392944,Clear
35,20.4,27.5,51.4,0,0,0,17.7,1009.5,10,4,41,1413.5,14.6,173.3958687,Clear
33.2,19,26.5,53.6,0,0,0,11.8,1010.6,10,5,41,1420.4,14.2,181.2342066,Clear
34,19,26.7,51.9,0,0,0,17.2,1011.6,10,6,41,1385.73,15,177.7627264,Clear
34,20.2,26.3,52,0,0,0,18.4,1010.8,10,0,42,1367.6,13.8,179.7542231,Clear
34,19,26.2,52.8,0,0,0,19.6,1009.7,10,1,42,1383.36,15,181.4576194,Clear
34.8,18,26.6,52.4,0,0,0,10.8,1008.5,10,2,42,1393.84,16.8,178.987703,Clear
34.1,19.8,26.6,49.5,0,0,0,19.5,1007.5,10,3,42,1316.7,14.3,174.2998588,Clear
34.7,21,27.2,48.2,0,0,0,25.4,1008.5,10,4,42,1311.04,13.7,169.4753759,Clear
34.6,21,27.1,51.4,0,0,0,23.1,1009.3,10,5,42,1392.94,13.6,175.1807953,Clear
33,19,25.9,55.3,0,0,0,18.4,1009.3,10,6,42,1432.27,14,186.5295705,Clear
34.8,20,26.1,52.1,0,0,0,23.2,1008.3,10,0,43,1359.81,14.8,180.8374879,Clear
32.8,20.7,26.3,54.1,0,0,0,24.6,1008.9,10,1,43,1422.83,12.1,182.9037216,Clear
33.1,19,25.3,59.8,0,0,0,14.4,1011.5,10,2,43,1512.94,14.1,195.2213677,Clear
32.1,18.2,24.6,60.9,0,0,0,13.3,1014.5,10,3,43,1498.14,13.9,200.2225153,Clear
31.6,16,23.9,58.4,0,0,0,13.1,1012.8,10,4,43,1395.76,15.6,201.0230205,Clear
32.2,16.2,23.9,61.7,0,0,0,9.4,1012.9,10,5,43,1474.63,16,204.9876762,Clear
31.8,17.3,23.4,68.9,0,0,0,6.2,1014.6,10,6,43,1612.26,14.5,214.0256102,Clear
30.8,17,22.8,69.3,0,0,0,6.1,1017.4,10,0,44,1580.04,13.8,218.0135779,Clear
30,15.4,22.5,57.2,0,0,0,10.8,1016.2,11,6,45,1287,14.6,206.9141202,Clear
29,15.2,21.6,61,0,0,0,9.4,1015.8,11,0,46,1317.6,13.8,217.3798324,Clear
28.6,14,20,60.1,0,0,0,10,1016,11,1,46,1202,14.6,225.5958499,Clear
27,12.6,19,60.3,0,0,0,16.2,1017.4,11,2,46,1145.7,14.4,231.9573969,Clear
27.6,12,19.3,56.9,0,0,0,23.1,1016.9,11,3,46,1098.17,15.6,224.4113132,Clear
27.8,12.8,19.1,57.8,0,0,0,12.1,1015,11,4,46,1103.98,15,227.1887173,Clear
28,12.4,19.2,61.4,0,0,0,9.4,1012.8,11,5,46,1178.88,15.6,232.3998988,Clear
29,12.4,20,60.6,0,0,0,9.4,1013.5,11,6,46,1212,16.6,226.3388084,Clear
30.1,12.7,20.9,58.6,0,0,0,10.5,1013.7,11,0,47,1224.74,17.4,218.024741,Clear
30.1,12.2,20.7,56.1,0,0,0,14.8,1012.8,11,1,47,1161.27,17.9,215.035769,Clear
28.6,13,20,59.5,0,0,0,15.1,1012.7,11,2,47,1190,15.6,224.6788523,Clear
28,12.2,19.3,58,0,0,0,17.1,1015.1,11,3,47,1119.4,15.8,226.3591604,Clear
29,12,20.7,43.2,0,0,0,23.1,1013.7,11,4,47,894.24,17,186.1093312,Clear
30.8,16,21.9,40.9,0,0,0,18.4,1013,11,5,47,895.71,14.8,174.8119341,Clear
29,13,20.8,45.2,0,0,0,18.4,1013.6,11,6,47,940.16,16,190.971289,Clear
28.8,12,20,44.1,0,0,0,19.1,1013.1,11,0,48,882,16.8,191.6421917,Clear
27.9,11.4,19.1,55.6,0,0,0,5.6,1015.1,11,1,48,1061.96,16.5,223.124604,Clear
25.8,12.8,18.5,80,0,0,0,9,1016.3,11,2,48,1480,13,251.4440344,Clear
26.1,11.2,18,65.9,0,0,0,9.7,1014.8,12,1,50,1186.2,14.9,246.1688554,Clear
23.8,11,16.5,72.1,0,0,0,14,1017,12,2,50,1189.65,12.8,263.0123531,Clear
24,10,15.9,67.8,0,0,0,20.3,1016.6,12,3,50,1078.02,14,262.9939565,Clear
23.8,8,15.3,65.8,0,0,0,11.2,1018.2,12,4,50,1006.74,15.8,264.595881,Clear
21.8,9,14.6,76.7,0,0,0,12.6,1017.4,12,5,50,1119.82,12.8,280.7461434,Clear
22.8,8,14.4,72.4,0,0,0,10.9,1017.8,12,6,50,1042.56,14.8,279.0825745,Clear
22.8,7.2,14.7,71.9,0,0,0,19.4,1017.5,12,0,51,1056.93,15.6,276.3116516,Clear
24,9,16.1,66.7,0,0,0,23.9,1015.9,12,1,51,1073.87,15,260.1985051,Clear
25,10,16.5,62.4,0,0,0,21.5,1015.6,12,2,51,1029.6,15,251.214885,Clear
24,8.2,15.5,64,0,0,0,14.7,1015.9,12,3,51,992,15.8,260.5013087,Clear
24.8,8.2,15.3,77.4,0,0,0,9.4,1014.1,12,4,51,1184.22,16.6,275.5483324,Clear
24.6,8.4,16,80.9,0,0,0,13.3,1011.5,12,5,51,1294.4,16.2,270.9771206,Clear
22.6,10,15,82.7,0,0,0,15.6,1016.8,12,0,52,1240.5,12.6,279.2433409,Partially cloudy
23,8,14.8,75.1,0,0,0,17.1,1017.1,12,1,52,1111.48,15,278.173266,Clear
24.8,8.4,15.7,70.9,0,0,0,11.2,1015.9,12,2,52,1113.13,16.4,267.8430253,Clear
21.1,9.1,14.4,85.9,0,0,0,13,1016.6,12,3,52,1236.96,12,283.9801747,Clear
18.2,10.8,13.3,89.2,0,0,0,13,1017.6,12,4,52,1186.36,7.4,292.4823859,Partially cloudy
20.2,9,13.5,89.7,0,0,0,11.5,1016.3,12,5,52,1210.95,11.2,290.466167,Partially cloudy
19,5.2,11.5,72.7,0,0,0,14.1,1017.2,1,4,2,836.05,13.8,302.3271097,Clear
18.9,4.4,11.8,75.3,0,0,0,11.3,1018.6,1,5,2,888.54,14.5,302.4892932,Partially cloudy
23,9,15.7,66.7,0,0,0,7.6,1017.9,1,6,2,1047.19,14,263.0148309,Partially cloudy
18.6,9.8,13.8,75.2,0,0,0,20.5,1016.7,1,0,3,1037.76,8.8,286.1457242,Partially cloudy
15,5,10,87.8,0,0,0,13,1018.4,1,1,3,878,10,323.0966194,Partially cloudy
19,5,11.4,81.3,0,0,0,11.8,1021.4,1,2,3,926.82,14,309.645193,Partially cloudy
20.7,6.8,12.5,80.2,0,0,0,15.4,1022.7,1,3,3,1002.5,13.9,299.7217587,Clear
19.8,6,12.1,78.4,0,0,0,18,1021.8,1,4,3,948.64,13.8,302.2415447,Partially cloudy
19,5,12.7,78,0,0,0,13.4,1020.4,1,5,3,990.6,14,296.970307,Partially cloudy
23.2,9,15.7,81,0,0,0,10.5,1021.2,1,6,3,1271.7,14.2,273.3994071,Clear
24,9,16.2,81.4,0,0,0,14.4,1019.9,1,0,4,1318.68,15,269.4216778,Clear
25.1,11,17.4,73.8,0,0,0,9.4,1018.5,1,1,4,1284.12,14.1,257.6033849,Partially cloudy
33,28,30,77.6,3.402,100,8.33,24.1,999.6,7,6,30,2328,5,175.8280307,"Rain, Partially cloudy"
36.9,27,31.6,67.8,0.598,100,8.33,14.8,999.7,6,1,25,2142.48,9.9,167.6748521,"Rain, Partially cloudy"
30.5,26,28.3,79.2,0.4,100,4.17,16.6,999.7,7,3,31,2241.36,4.5,185.2088339,"Rain, Partially cloudy"
18.8,10,13.8,88.2,0,0,0,15.9,1019.6,1,5,4,1217.16,8.8,288.4818053,Partially cloudy
21,11,15,84.2,0,0,0,16.9,1017.2,1,6,4,1263,10,279.1830204,Partially cloudy
21.8,10.8,15.4,81.9,0,0,0,13.6,1015.8,1,0,5,1261.26,11,275.9203803,Partially cloudy
22.9,10,16.5,78.8,0,0,0,16.2,1015.3,1,1,5,1300.2,12.9,266.6244582,Clear
24.5,10,16.7,68.9,0,0,0,15.1,1021.3,2,0,7,1150.63,14.5,258.5555725,Clear
24.8,9,17.2,66.4,0,0,0,16.9,1021.4,2,1,7,1142.08,15.8,252.1972769,Clear
26.8,11,18.2,65.4,0,0,0,16.9,1020.7,2,2,7,1190.28,15.8,244.2244366,Clear
26.3,13,19.8,62.1,0,0,0,18.4,1018.2,2,3,7,1229.58,13.3,229.6840382,Partially cloudy
26.8,15,20,68.1,0,0,0,19.1,1017.2,2,4,7,1362,11.8,235.1697791,Partially cloudy
29.6,14,21.3,70.8,0,0,0,17.4,1017.1,2,5,7,1508.04,15.6,228.5897119,Partially cloudy
30.8,15.8,22.8,64.7,0,0,0,14.7,1013.9,2,6,7,1475.16,15,214.4298537,Partially cloudy
32,17.5,24,59.2,0,0,0,12.6,1006.6,2,0,8,1420.8,14.5,201.5107959,Partially cloudy
25,16,20.5,71.7,0,0,0,21.6,1007.5,2,1,8,1469.85,9,234.4654769,Partially cloudy
26.8,12.4,20.1,61.3,0,0,0,15.4,1011.8,2,2,8,1232.13,14.4,226.7388113,Clear
25,11.8,18.7,47.5,0,0,0,28.7,1014.7,2,3,8,888.25,13.2,206.8561645,Clear
25,9,18.6,48.3,0,0,0,23,1016.2,2,4,8,898.38,16,209.4231115,Clear
27,11,19.3,49,0,0,0,33.6,1014.7,2,5,8,945.7,16,207.6422896,Clear
27,11,19.1,57.9,0,0,0,25,1012.7,2,6,8,1105.89,16,227.3644212,Clear
28.8,11,20.3,53.9,0,0,0,15.9,1014.2,2,0,9,1094.17,17.8,213.1533562,Clear
32.2,13.9,22.5,53.4,0,0,0,11.5,1014,2,1,9,1201.5,18.3,200.6197046,Clear
23.8,10,17.7,50.8,0,0,0,18.9,1014.6,3,0,11,899.16,13.8,220.3743239,Clear
26,10.4,18.4,52.1,0,0,0,18.6,1016.3,3,1,11,958.64,15.6,219.6587647,Clear
28,12,20.3,53.5,0,0,0,37.8,1014.9,3,2,11,1086.05,16,212.3649383,Clear
29.8,14.8,22.2,52.9,0,0,0,20.5,1012,3,3,11,1174.38,15,201.2436449,Partially cloudy
27.8,13,21.4,61.4,0,0,0,22.5,1011,3,4,11,1313.96,14.8,219.0788471,Clear
29.8,14,22.6,52.2,0,0,0,29.1,1010.6,3,5,11,1179.72,15.8,197.9102142,Partially cloudy
29.8,16.8,22.9,54.7,0,0,0,18.1,1011.6,3,6,11,1252.63,13,200.8030352,Partially cloudy
30.2,16,22.9,58.4,0,0,0,23.5,1012.7,3,0,12,1337.36,14.2,206.4704763,Clear
33.2,17,25.1,52,0,0,0,20.6,1012.4,3,1,12,1305.2,16.2,185.3655555,Clear
35.2,19,27.1,48.3,0,0,0,22,1010.8,3,2,12,1308.93,16.2,170.0717275,Clear
37,19.5,28.5,48.5,0,0,0,9.4,1009.7,3,3,12,1382.25,17.5,164.5789394,Clear
34.8,21.6,28.1,47.3,0,0,0,95.1,1010.4,3,4,12,1329.13,13.2,164.1987265,Partially cloudy
34.6,17,26.5,46.2,0,0,0,25.4,1010.7,3,5,12,1224.3,17.6,168.6880483,Clear
34.8,18,27.4,45.2,0,0,0,32.2,1011.3,3,6,12,1238.48,16.8,163.1447021,Clear
37,20,28.9,44.8,0,0,0,140.1,1010.3,3,0,13,1294.72,17,156.6391162,Clear
38,22,29.9,46.8,0,0,0,16.8,1009.6,3,1,13,1399.32,16,156.2769596,Clear
38.1,23,30.6,42.4,0,0,0,23.9,1008.2,3,2,13,1297.44,15.1,146.1886916,Clear
38,22,31.1,40.3,0,0,0,25.3,1008.1,3,3,13,1253.33,16,140.6311014,Clear
39,23,31.1,40.4,0,0,0,16.6,1008.7,3,4,13,1256.44,16,140.8214211,Partially cloudy
40.2,21.2,30.9,27.6,0,0,0,10.5,1007.4,4,3,15,852.84,19,111.9320452,Clear
40.5,22.7,32.3,29.3,0,0,0,11.2,1005.9,4,4,15,946.39,17.8,113.5299937,Clear
40.5,23.4,32.7,30,0,0,0,20.8,1003.5,4,5,15,981,17.1,114.3913787,Clear
40.4,23,32.2,30.9,0,0,0,10.3,1003.9,4,6,15,994.98,17.4,117.5879603,Clear
41.5,26,33.3,38.3,0,0,0,15.9,1005.2,4,0,16,1275.39,15.5,130.3051169,Clear
42.4,26.3,34.4,33.4,0,0,0,20.9,1004,4,1,16,1148.96,16.1,118.0811264,Clear
42.2,26.6,35.2,22.1,0,0,0,32.5,1002.3,4,2,16,777.92,15.6,90.93039302,Clear
43,27.6,35.5,27.1,0,0,0,17.1,1000.2,4,3,16,962.05,15.4,102.5011221,Clear
40.4,29,34.7,42.5,0,0,0,20.2,1000.6,4,4,16,1474.75,11.4,133.1118825,Clear
39.6,29.8,33.4,45,0,0,0,19.2,1002.4,4,5,16,1503,9.8,140.9359023,Clear
40.2,26,32.9,35.1,0,0,0,21.5,1003.3,4,6,16,1154.79,14.2,125.1793264,Clear
38,26,32.2,33.8,0,0,0,27.7,1004.9,4,0,17,1088.36,12,124.1905664,Clear
33.7,26.8,29.3,84.5,5.403,100,4.17,16.6,999.7,7,6,30,2475.85,6.9,176.3847331,"Rain, Partially cloudy"
38.2,23,31.2,32.8,0,0,0,22,1005.8,4,2,17,1023.36,15.2,124.3892309,Partially cloudy
37.3,23.5,31.9,30.4,0,0,0,48.5,1007.3,4,3,17,969.76,13.8,117.046734,Partially cloudy
39.2,27.3,33.2,55.8,4.372,100,8.33,20.2,999.7,6,4,24,1852.56,11.9,153.957884,"Rain, Partially cloudy"
39,24.8,31.3,35.6,0,0,0,19.1,1006.1,4,5,17,1114.28,14.2,130.4591441,Partially cloudy
38,27,32.8,48.5,0.574,100,8.33,20.5,999.7,6,6,23,1590.8,11,147.8150723,"Rain, Partially cloudy"
41.7,28.4,35.8,35.7,0,0,0,16.7,1004.3,5,5,19,1278.06,13.3,119.0955019,Clear
44,29.7,36.7,28,0,0,0,18.4,1001.7,5,6,19,1027.6,14.3,102.4640378,Clear
46,28.8,37.2,24.9,0,0,0,20.3,1000,5,0,20,926.28,17.2,95.07901725,Clear
41.4,30,35.7,30,0,0,0,16.6,1000,5,1,20,1071,11.4,108.406539,Partially cloudy
35.6,29,32.2,73.5,3.403,100,4.17,20.5,999.7,7,4,29,2366.7,6.6,164.8228194,"Rain, Partially cloudy"
40,28.2,34,39.6,0,0,0,21.6,1002.7,5,3,20,1346.4,11.8,130.5976167,Partially cloudy
37,26,31.5,56.8,10.358,100,8.33,24.8,999.7,5,6,21,1789.2,11,162.0858756,"Rain, Partially cloudy"
39,29.5,33.7,35.4,0,0,0,21.6,1002.3,5,5,20,1192.98,9.5,123.7409394,Partially cloudy
31.3,26,28.6,90.2,0.988,100,8.33,11.2,999.8,7,3,27,2579.72,5.3,175.6139173,"Rain, Partially cloudy"
35.1,25.1,29.8,73.6,4.253,100,4.17,15.3,999.8,6,2,25,2193.28,10,177.6687047,"Rain, Partially cloudy"
38.4,23.9,32.1,46.1,0,0,0,17.7,1004.2,5,1,21,1479.81,14.5,147.0513329,Partially cloudy
41,27.7,34.8,41.7,0,0,0,14.4,1002.6,5,2,21,1451.16,13.3,131.6138329,Partially cloudy
41.4,29.7,35.6,34.8,0,0,0,11.2,1001,5,3,21,1238.88,11.7,117.9629666,Partially cloudy
44.2,29.9,37.2,33.8,0,0,0,27.7,999.3,5,4,21,1257.36,14.3,112.5732405,Clear
40.2,30,34.4,43.4,0,0,0,24.1,999,5,5,21,1492.96,10.2,135.3616785,Clear
32,27,29.6,73.9,0.03,100,4.17,18.5,999.8,8,3,32,2187.44,5,178.7626434,"Rain, Partially cloudy"
36,26,31.1,65.7,0.09,100,4.17,19.1,999.8,6,6,24,2043.27,10,169.5528304,"Rain, Partially cloudy"
37,23.1,31.4,56.9,0,0,0,18.4,998.7,5,1,22,1786.66,13.9,162.6154855,Clear
31.8,27,29,83,1.761,100,8.33,20.5,999.8,8,4,33,2407,4.8,179.1841752,"Rain, Partially cloudy"
39.1,24,32.3,48.9,5,100,4.17,22.3,999.8,6,5,24,1579.47,15.1,150.1959138,"Rain, Partially cloudy"
42,29.9,34.7,36.7,0,0,0,26.8,1000.5,6,2,24,1273.49,12.1,123.6213887,Partially cloudy
41,29,34.5,38.1,0,0,0,16.2,1000.9,6,3,24,1314.45,12,126.624276,Partially cloudy
39.6,28.2,34.1,46.1,0.74,100,4.17,23.2,999.8,6,3,24,1572.01,11.4,140.0862739,"Rain, Partially cloudy"
39.6,24.1,33.5,43.4,2.851,100,4.17,24.1,999.8,5,3,22,1453.9,15.5,138.2388924,"Rain, Partially cloudy"
30,26,27.6,93.3,6.63,100,4.17,27.7,999.8,8,6,31,2575.08,4,178.4249859,"Rain, Partially cloudy"
35.8,30,32.3,69.7,0.809,100,4.17,9.8,999.9,8,5,35,2251.31,5.8,164.4456209,"Rain, Partially cloudy"
34,27.4,30.2,81.5,28.072,100,8.33,10.9,999.9,7,1,29,2461.3,6.6,172.997161,"Rain, Partially cloudy"
36,27,31.6,67.8,0.149,100,4.17,13,999.9,6,6,25,2142.48,9,167.6748521,"Rain, Partially cloudy"
30.8,25,28,87.8,17.594,100,12.5,13.3,999.9,6,3,26,2458.4,5.8,181.7341823,"Rain, Partially cloudy"
36,27.3,31.8,63.3,0,0,0,14.8,1000.7,6,4,25,2012.94,8.7,165.1280448,Partially cloudy
38,28.3,33.4,60.5,0,0,0,10.5,998.2,6,5,25,2020.7,9.7,156.3568201,Partially cloudy
39.2,30.3,34.8,58.9,0,0,0,11.2,998,6,6,25,2049.72,8.9,149.4754572,Partially cloudy
33.9,28,30.5,75.8,0.4,100,4.17,14.8,999.9,6,2,26,2311.9,5.9,173.5034937,"Rain, Partially cloudy"
32,25,28.2,90.7,23.415,100,8.33,14.8,999.9,6,4,26,2557.74,7,177.5982658,"Rain, Partially cloudy"
33.2,26,28.6,81,8.701,100,12.5,16.6,999.9,6,0,25,2316.6,7.2,182.6730987,"Rain, Partially cloudy"
33.8,25.5,28.8,86.7,0.425,100,4.17,16.6,999.9,8,2,34,2496.96,8.3,177.7063744,"Rain, Partially cloudy"
37,29,32.4,73.5,10,100,12.5,17.1,999.9,7,1,29,2381.4,8,163.7897424,"Rain, Partially cloudy"
34.8,26.8,30.8,71.7,0,0,0,20.5,1001.2,7,3,28,2208.36,8,172.2768701,Partially cloudy
36,28.3,32.1,68.7,0,0,0,16.6,1000.5,7,4,28,2205.27,7.7,165.3367257,Partially cloudy
33,28,30.1,72.7,0.06,100,4.17,17.7,999.9,8,6,31,2188.27,5,176.0481705,"Rain, Partially cloudy"
36,28.8,31.7,76.1,0,0,0,11.2,1000.2,7,6,28,2412.37,7.2,166.9054279,Partially cloudy
34.5,26,29.4,70.8,0.149,100,4.17,20.5,999.9,6,6,23,2081.52,8.5,179.7420911,"Rain, Partially cloudy"
33.5,27,30,83.7,0.075,100,4.17,24.1,999.9,8,1,31,2511,6.5,172.7928728,"Rain, Partially cloudy"
41.2,27.9,36.1,36,0.09,100,4.17,27.7,999.9,5,5,21,1299.6,13.3,118.8897538,"Rain, Partially cloudy"
29.8,27,28.3,83.6,0.515,100,8.33,14.6,1000,7,3,30,2365.88,2.8,183.0628833,"Rain, Partially cloudy"
36,28.7,31.9,73.3,0,0,0,17.4,998.6,7,4,29,2338.27,7.3,166.4086909,Partially cloudy
33.9,28,30.8,76.9,5.2,100,16.67,20.5,1000,7,2,31,2368.52,5.9,171.5665177,"Rain, Partially cloudy"
40.6,27.2,34.4,27,0.1,100,4.17,21.2,1000,5,3,20,928.8,13.4,104.1000063,"Rain, Partially cloudy"
34.3,27,29.9,78.4,6.954,100,8.33,21.4,1000,6,4,26,2344.16,7.3,176.1316973,"Rain, Partially cloudy"
33,27,29.4,82,1.045,100,8.33,11.2,1000.1,8,3,33,2410.8,6,177.3883553,"Rain, Partially cloudy"
34.8,26.9,30.6,77.4,0,0,0,18.4,999.9,7,2,30,2368.44,7.9,172.5215517,Partially cloudy
34.8,29.2,31.5,72.6,0,0,0,16.2,1001.6,7,3,30,2286.9,5.6,168.565149,Partially cloudy
34,25,31.3,79.3,7.331,100,4.17,14.8,1000.1,7,0,29,2482.09,9,167.9025085,"Rain, Partially cloudy"
34.8,27.9,30.5,78.3,0,0,0,20.8,1002.2,7,5,30,2388.15,6.9,172.7710633,Partially cloudy
33.2,28,30.3,74.8,0,0,0,13.3,1001.7,7,6,30,2266.44,5.2,174.788307,Partially cloudy
39.1,30,33.5,59.2,1.556,100,4.17,18.4,1000.1,6,6,25,1983.2,9.1,155.1580097,"Rain, Partially cloudy"
34.1,27,30.9,70,0,0,0,20.2,1001,8,6,32,2163,7.1,171.6298969,Partially cloudy
36,27,31.4,66.3,0,0,0,14.8,1004.2,8,0,33,2081.82,9,168.2687942,Partially cloudy
34,25.7,29.4,82.8,20.643,100,16.67,18.4,1000.1,6,3,26,2434.32,8.3,176.9181736,"Rain, Partially cloudy"
32.6,26.3,30.4,52.5,0.34,100,4.17,26,1000.1,6,0,25,1596,6.3,162.3225733,"Rain, Partially cloudy"
37,29,32.8,62.5,0,0,0,23.9,999.8,8,3,33,2050,8,160.0773972,Partially cloudy
37.2,29,33.1,62.5,0,0,0,14.8,1001,8,4,33,2068.75,8.2,158.7067334,Partially cloudy
40.5,23.7,31.9,52.8,6.747,100,8.33,36.1,1000.1,5,0,21,1684.32,16.8,156.4302373,"Rain, Partially cloudy"
35.6,27,31,76.1,0,0,0,14.8,1003.3,8,6,33,2359.1,8.6,170.6885319,Partially cloudy
35,28,31.5,74.7,0,0,0,16.6,1002.1,8,0,34,2353.05,7,168.3013278,Partially cloudy
38.6,26.2,32.8,43.7,0.045,100,4.17,9.9,1000.2,5,0,22,1433.36,12.4,140.9951864,"Rain, Partially cloudy"
35.1,28.1,30.8,78.1,0.37,100,4.17,14.8,1000.2,8,2,34,2405.48,7,171.1688255,"Rain, Partially cloudy"
34,25.4,29.7,79.7,0,0,0,7.6,1003,8,3,34,2367.09,8.6,176.7727018,Partially cloudy
34.6,27.9,30.1,78.7,0.299,100,4.17,18.4,1000.2,7,1,28,2368.87,6.7,174.8816303,"Rain, Partially cloudy"
32.3,25,28.9,86.7,203.047,100,12.5,18.4,1000.2,6,4,26,2505.63,7.3,177.0926247,"Rain, Partially cloudy"
32.5,26,27.5,92.5,86.636,100,8.33,18.4,1000.2,8,1,34,2543.75,6.5,180.0484296,"Rain, Partially cloudy"
37.8,26.2,31.9,62.7,4.593,100,8.33,20.2,1000.2,6,5,25,2000.13,11.6,164.3592339,"Rain, Partially cloudy"
36.2,29,30.8,75.5,0.03,100,4.17,18.4,1000.3,9,4,36,2325.4,7.2,171.9196971,"Rain, Partially cloudy"
35.6,28,31.6,73.3,0.17,100,4.17,26.3,1000.3,8,4,32,2316.28,7.6,167.9799001,"Rain, Partially cloudy"
45,30,35.9,34.6,0.51,100,4.17,28.8,1000.3,5,4,22,1242.14,15,116.8997669,"Rain, Partially cloudy"
36.2,27.2,31.8,66.7,0,0,0,11.5,1007,9,2,37,2121.06,9,166.4077309,Partially cloudy
35,28.2,31.6,69,0,0,0,9.4,1006.6,9,3,37,2180.4,6.8,167.8954608,Partially cloudy
36,27.7,31.8,61.7,0,0,0,15.4,1005.8,9,4,37,1962.06,8.3,164.2881607,Partially cloudy
31.2,27.4,29.5,71.2,0,0,0,11.2,1005.7,9,5,37,2100.4,3.8,179.24653,Partially cloudy
34.8,25,29.7,69.1,0,0,0,18.4,1005,9,6,37,2052.27,9.8,177.8021619,Partially cloudy
36,24,30.1,65.8,0,0,0,19.1,1004.3,9,0,38,1980.58,12,174.6348102,Partially cloudy
36,26,31.1,59.4,0,0,0,14.8,1003.8,9,1,38,1847.34,10,166.015609,Partially cloudy
37.2,25.5,30.9,58.6,0,0,0,10.3,1003.3,9,2,38,1810.74,11.7,166.3100871,Clear
34.8,25.4,29.9,70.3,0,0,0,18.4,1003.4,9,3,38,2101.97,9.4,176.961651,Partially cloudy
36.2,28.1,31.5,74.9,1.701,100,4.17,10.1,1000.4,6,3,26,2359.35,8.1,168.2624352,"Rain, Partially cloudy"
35,28,30.6,80.8,1.111,100,12.5,11.2,1000.4,8,0,33,2472.48,7,171.0865233,"Rain, Partially cloudy"
31,23,26.4,84.4,0,0,0,17.1,1007.5,9,6,38,2228.16,8,194.5504821,Partially cloudy
34.8,23,29.1,73.3,0,0,0,15.1,1005.7,9,0,39,2133.03,11.8,181.5810673,Clear
35,25.7,30,70.7,0,0,0,17.4,1006.4,9,1,39,2121,9.3,176.4784279,Clear
36.2,24.4,29.9,65.3,0,0,0,6.4,1006.9,9,2,39,1952.47,11.8,175.437119,Clear
37,25.1,30.4,62.7,0,0,0,11.2,1005.9,9,3,39,1906.08,11.9,171.5654381,Clear
36,23,29.7,60.3,0,0,0,15.4,1007.7,9,5,39,1790.91,13,173.3228707,Clear
35.2,22.5,28.2,58.9,0,0,0,15.1,1005.4,10,4,41,1660.98,12.7,179.417673,Clear
36.2,22.2,28.1,57.4,0,0,0,12,1005.1,10,5,41,1612.94,14,178.3701422,Clear
36,20.6,27.9,53.7,0,0,0,9.4,1005.6,10,6,41,1498.23,15.4,174.8604981,Clear
35.1,19.5,27.1,54.5,0,0,0,7.9,1006.4,10,0,42,1476.95,15.6,179.652389,Clear
35,19.4,26.7,55.6,0,0,0,13,1008.1,10,1,42,1484.52,15.6,183.0195906,Clear
34.3,20.2,27,55.2,0,0,0,15.4,1009,10,2,42,1490.4,14.1,181.0526253,Clear
36,19,27.1,62.2,0,0,0,9.4,1009.1,10,3,42,1685.62,17,188.0010646,Clear
35.2,21,27.5,60.2,0,0,0,12.6,1008.5,10,4,42,1655.5,14.2,184.1631043,Clear
