tempmax,tempmin,temp,humidity,precip,precipprob,precipcover,windspeed,sealevelpressure,month,dayofweek,weekofyear,temp_humidity,temp_range,heat_index,condition_severity
33.5,26.0,28.4,84.2,2.469,100,8.33,13.0,1003.8,8,6,34,2391.28,7.5,182.0583576,2
32.6,25.0,28.3,91.0,11.135,100,12.5,20.5,1003.8,9,4,36,2575.3,7.6,176.6354324,2
40.0,25.0,31.7,46.0,3.896,100,8.33,26.1,1003.8,5,0,20,1458.2,15.0,148.3370631,2
31.0,25.7,27.6,91.7,9.357,100,8.33,13.0,1003.9,9,1,36,2530.92,5.3,180.330638,2
34.1,25.0,28.1,81.3,10.207,100,8.33,15.0,1003.9,8,5,35,2284.53,9.1,185.5565352,2
33.6,27.0,29.2,82.2,3.24,100,4.17,17.1,1003.9,9,0,37,2400.24,6.6,178.4612671,2
33.3,27.9,29.8,84.2,4.253,100,4.17,17.8,1003.9,9,3,36,2509.16,5.4,173.6206885,2
32.4,25.0,28.5,86.1,16.109,100,12.5,18.4,1003.9,8,1,35,2453.85,7.4,180.0473334,2
32.8,20.8,26.9,68.7,14.299,100,8.33,27.7,1003.9,6,1,22,1848.03,12.0,193.1242483,2
35.8,28.0,31.0,76.2,3.403,100,4.17,13.0,1004.0,8,3,34,2362.2,7.8,170.6628559,2
38.0,24.0,31.5,48.1,0.34,100,4.17,14.8,1004.0,6,1,23,1515.15,14.0,152.1390388,2
33.2,25.0,28.0,88.5,12.556,100,12.5,16.6,1004.0,8,2,35,2478.0,8.2,181.0930169,2
31.9,24.8,27.0,90.6,11.128,100,12.5,14.8,1004.1,9,2,36,2446.2,7.1,185.4436756,2
28.0,24.2,26.1,88.8,42.207,100,16.67,16.1,1004.1,9,4,38,2317.68,3.8,193.1590601,2
35.1,28.2,31.9,72.2,3.585,100,4.17,16.6,1004.1,8,2,33,2303.18,6.9,166.5057207,2
34.6,27.0,30.6,82.4,0.0,0,0.0,11.8,996.8,8,5,33,2521.44,7.6,170.1665419,1
34.0,27.0,30.0,80.3,2.197,100,4.17,21.5,1004.1,7,0,30,2409.0,7.0,174.7693965,2
40.0,25.0,32.3,48.7,6.924,100,8.33,30.2,1004.1,5,6,19,1573.01,15.0,149.935639,2
36.0,28.0,31.4,68.1,0.493,100,8.33,14.1,1004.2,9,1,38,2138.34,8.0,168.7465289,2
30.4,25.0,27.7,92.1,31.643,100,12.5,14.8,1004.2,7,2,30,2551.17,5.4,179.2229215,2
31.0,25.0,27.2,87.2,25.701,100,12.5,23.0,1004.2,9,5,36,2371.84,6.0,187.3489626,2
32.1,23.0,27.9,81.9,0.5,100,16.67,18.4,1004.3,8,5,35,2285.01,9.1,186.4869083,2
34.7,26.7,30.3,74.4,0.0,0,0.0,19.5,1001.8,8,5,34,2254.32,8.0,174.8421387,1
32.0,25.0,28.0,81.8,0.2,100,4.17,20.5,1004.3,9,6,37,2290.4,7.0,185.923452,2
32.0,26.0,28.5,78.6,9.403,100,8.33,20.9,1004.3,9,2,37,2240.1,6.0,184.2148186,2
32.6,26.8,29.2,81.2,0.0,0,0.0,14.4,1003.0,8,1,35,2371.04,5.8,178.9984531,1
33.6,27.0,30.0,76.3,0.0,0,0.0,14.1,1004.3,8,2,35,2289.0,6.6,176.1764209,1
34.8,27.0,30.7,72.9,0.0,0,0.0,11.8,1003.5,8,3,35,2238.03,7.8,172.7955933,1
35.0,25.0,27.8,90.0,10.111,100,12.5,25.9,1004.3,9,4,36,2502.0,10.0,180.8881239,2
34.6,26.0,29.8,80.8,0.0,0,0.0,11.2,1001.2,8,5,35,2407.84,8.6,175.6821585,1
34.0,28.0,30.2,83.8,1.642,100,8.33,11.2,1004.4,8,5,33,2530.76,6.0,171.5537167,2
32.8,26.2,29.0,76.8,0.0,0,0.0,18.4,1003.2,8,0,36,2227.2,6.6,181.7651749,1
34.6,26.0,29.9,71.9,0.0,0,0.0,12.6,1004.8,9,1,36,2149.81,8.6,177.1211176,1
34.1,26.0,30.2,74.6,0.0,0,0.0,10.3,1006.7,9,2,36,2252.92,8.1,175.3674242,1
40.4,26.4,33.1,31.7,0.03,100,4.17,16.6,1004.4,5,1,18,1049.27,14.0,117.4316973,2
34.3,28.0,30.8,71.0,0.17,100,4.17,16.6,1004.4,8,3,32,2186.8,6.3,172.2467851,2
32.2,25.4,28.6,86.5,1.0,100,4.17,18.4,1004.4,8,1,34,2473.9,6.8,179.10524,2
34.6,25.0,29.2,80.9,0.0,0,0.0,9.4,1003.5,9,6,36,2362.28,9.6,179.1472803,1
36.6,24.5,29.4,81.4,17.357,100,12.5,19.9,1004.4,9,5,36,2393.16,12.1,177.7145614,2
34.9,26.0,30.1,75.7,0.0,0,0.0,11.2,1004.6,9,1,37,2278.57,8.9,175.7434526,1
35.0,27.5,31.0,72.6,0.0,0,0.0,14.8,1004.3,9,2,37,2250.6,7.5,171.2055117,1
35.0,27.0,30.9,72.7,0.0,0,0.0,14.8,1002.2,9,3,37,2246.43,8.0,171.7338523,1
37.0,27.0,31.6,65.1,0.0,0,0.0,13.0,1002.6,9,4,37,2057.16,10.0,166.8641072,1
36.8,27.0,31.8,66.9,0.0,0,0.0,7.6,1004.9,9,5,37,2127.42,9.8,166.4616155,1
35.8,28.0,32.0,68.9,0.0,0,0.0,9.4,1004.9,9,6,37,2204.8,7.8,165.8645844,1
36.6,28.0,31.7,71.3,0.0,0,0.0,9.4,1003.8,9,0,38,2260.21,8.6,167.5611474,1
36.7,26.0,31.7,69.5,0.0,0,0.0,10.3,1003.3,9,1,38,2203.15,10.7,167.453226,1
37.6,28.3,32.5,65.5,0.0,0,0.0,11.2,1003.0,9,2,38,2128.75,9.3,162.6554218,1
36.8,28.0,32.5,63.6,0.0,0,0.0,20.5,1002.7,9,3,38,2067.0,8.8,161.9588822,1
37.8,28.0,32.9,63.6,0.0,0,0.0,16.6,1001.8,9,4,38,2092.44,9.8,160.0954561,1
36.8,28.0,32.2,66.7,0.0,0,0.0,9.7,1002.0,9,5,38,2147.74,8.8,164.444909,1
36.6,28.0,32.2,66.6,0.0,0,0.0,10.3,1001.5,9,6,38,2144.52,8.6,164.419052,1
36.6,28.0,32.2,65.8,0.0,0,0.0,9.7,1000.4,9,0,39,2118.76,8.6,164.1910131,1
36.5,28.8,31.9,69.4,0.0,0,0.0,13.3,1000.7,9,1,39,2213.86,7.7,166.4290669,1
35.7,28.7,31.7,69.0,0.0,0,0.0,10.5,1000.9,9,2,39,2187.3,7.0,167.388998,1
35.0,27.0,30.5,71.1,0.0,0,0.0,13.0,1003.0,9,3,39,2168.55,8.0,173.8430178,1
36.9,27.2,31.3,62.9,0.0,0,0.0,14.8,1002.6,9,4,39,1968.77,9.7,167.3150381,1
33.6,25.9,29.3,65.4,0.0,0,0.0,18.0,1002.6,9,5,39,1916.22,7.7,178.5750888,1
35.8,24.0,29.4,59.6,0.0,0,0.0,15.3,1005.4,9,6,39,1752.24,11.8,174.2020537,1
35.8,24.6,30.0,59.6,0.0,0,0.0,15.4,1006.5,9,0,40,1788.0,11.2,171.3262097,0
35.9,24.3,29.8,62.1,0.0,0,0.0,15.4,1006.2,9,1,40,1850.58,11.6,174.1384801,0
35.0,23.0,29.1,60.1,0.0,0,0.0,16.5,1005.1,9,2,40,1748.91,12.0,176.0813601,0
36.8,23.0,29.3,58.1,0.0,0,0.0,15.2,1004.6,10,3,40,1702.33,13.8,173.3342489,0
35.8,22.6,29.1,60.1,0.0,0,0.0,15.1,1005.3,10,4,40,1748.91,13.2,176.0813601,0
35.8,22.3,28.8,57.1,0.0,0,0.0,13.0,1006.4,10,5,40,1644.48,13.5,174.7054916,0
34.8,20.8,27.4,57.2,0.0,0,0.0,13.0,1007.4,10,6,40,1567.28,14.0,181.5534826,0
35.0,21.0,27.7,55.8,0.0,0,0.0,22.3,1007.0,10,0,41,1545.66,14.0,178.4614968,0
35.9,20.4,27.9,55.9,0.0,0,0.0,14.7,1007.3,10,1,41,1559.61,15.5,177.6306716,0
35.8,20.5,28.1,56.7,0.0,0,0.0,16.6,1009.2,10,2,41,1593.27,15.3,177.6013164,0
35.8,21.1,28.0,59.5,0.0,0,0.0,10.3,1009.6,10,3,41,1666.0,14.7,180.9841744,0
34.8,20.8,27.7,59.0,0.0,0,0.0,7.6,1009.7,10,4,41,1634.3,14.0,181.9944241,0
34.6,21.0,28.0,58.9,0.0,0,0.0,13.0,1008.4,10,5,41,1649.2,13.6,180.4047514,0
34.9,21.7,27.6,58.2,0.0,0,0.0,14.7,1006.5,10,6,41,1606.32,13.2,181.6679446,0
34.8,21.2,27.1,60.0,0.0,0,0.0,5.4,1005.0,10,0,42,1626.0,13.6,186.0170521,0
34.8,21.5,27.7,66.4,0.0,0,0.0,7.6,1005.9,10,1,42,1839.28,13.3,187.597686,0
34.0,24.9,28.9,66.6,0.0,0,0.0,7.6,1007.3,10,2,42,1924.74,9.1,181.2292684,1
34.6,22.0,28.0,53.7,0.0,0,0.0,7.9,1008.0,10,3,42,1503.6,12.6,174.4029348,1
33.8,19.2,26.5,48.6,0.0,0,0.0,7.6,1007.9,10,4,42,1287.9,14.6,173.1604516,0
34.5,18.9,25.5,55.8,0.0,0,0.0,5.4,1008.6,10,5,42,1422.9,15.6,189.2036154,0
34.4,18.9,26.1,50.4,0.0,0,0.0,13.0,1008.6,10,6,42,1315.44,15.5,178.0528165,0
33.3,17.5,25.7,50.7,0.0,0,0.0,16.6,1008.4,10,0,43,1302.99,15.8,180.3769126,0
33.8,16.4,24.6,51.2,0.0,0,0.0,8.5,1007.9,10,1,43,1259.52,17.4,186.354262,0
34.6,16.8,25.0,54.0,0.0,0,0.0,7.6,1009.0,10,2,43,1350.0,17.8,189.0597324,0
32.8,19.4,25.1,55.0,0.0,0,0.0,5.8,1007.9,10,3,43,1380.5,13.4,190.0663227,1
33.4,16.5,24.5,57.0,0.0,0,0.0,5.8,1007.4,10,4,43,1396.5,16.9,195.9598263,1
32.6,16.7,23.9,53.6,0.0,0,0.0,13.0,1008.5,10,5,43,1281.04,15.9,193.8732295,0
32.8,16.1,23.7,61.4,0.0,0,0.0,7.6,1010.9,10,6,43,1455.18,16.7,205.7847256,0
32.8,17.1,23.9,56.6,0.0,0,0.0,7.7,1012.3,10,0,44,1352.74,15.7,198.5339349,1
31.1,16.6,23.3,55.6,0.0,0,0.0,15.6,1012.2,10,1,44,1295.48,14.5,200.1712189,0
30.8,14.3,22.2,56.9,0.0,0,0.0,7.6,1012.9,10,2,44,1263.18,16.5,208.0897309,0
30.7,14.6,21.7,58.3,0.0,0,0.0,5.4,1013.9,10,3,44,1265.11,16.1,213.0111066,0
30.7,15.0,22.3,57.0,0.0,0,0.0,11.2,1013.6,10,4,44,1271.1,15.7,207.6991152,0
30.8,15.2,22.2,57.2,0.0,0,0.0,15.0,1013.4,10,5,44,1269.84,15.6,208.5556311,0
30.0,12.4,21.2,54.2,0.0,0,0.0,13.9,1014.1,11,6,44,1149.04,17.6,208.8856034,0
29.4,13.1,20.1,55.4,0.0,0,0.0,13.0,1014.8,11,0,45,1113.54,16.3,217.1122717,0
29.7,12.5,20.1,59.5,0.0,0,0.0,13.0,1014.3,11,1,45,1195.95,17.2,224.0858794,0
27.5,13.1,19.7,60.6,0.0,0,0.0,9.5,1012.9,11,2,45,1193.82,14.4,228.1522371,0
30.1,13.6,20.4,59.6,0.0,0,0.0,10.6,1014.2,11,3,45,1215.84,16.5,222.465504,0
30.0,13.8,20.0,60.6,0.0,0,0.0,8.8,1017.0,11,4,45,1212.0,16.2,226.3388084,0
28.4,13.5,20.5,60.0,0.0,0,0.0,16.6,1018.0,11,5,45,1230.0,14.9,222.4712482,0
28.1,13.3,19.6,64.8,0.0,0,0.0,7.6,1018.5,11,6,45,1270.08,14.8,234.3716465,0
27.4,12.6,18.8,71.2,0.0,0,0.0,7.6,1017.0,11,0,46,1338.56,14.8,245.8239522,0
28.3,12.8,18.9,71.9,0.0,0,0.0,9.4,1015.7,11,1,46,1358.91,15.5,245.6133283,0
28.5,13.7,19.7,69.0,0.0,0,0.0,11.2,1017.6,11,2,46,1359.3,14.8,237.9421684,0
28.0,13.6,20.3,67.2,0.0,0,0.0,7.6,1018.9,11,3,46,1364.16,14.4,232.3850559,0
29.3,14.0,20.2,67.9,0.0,0,0.0,6.9,1017.5,11,4,46,1371.58,15.3,233.676622,0
27.8,12.7,19.2,72.7,0.0,0,0.0,5.4,1015.2,11,5,46,1395.84,15.1,244.0095801,0
35.3,29.0,32.1,72.4,0.17,100,4.17,20.5,1004.4,7,6,29,2324.04,6.3,165.4604695,2
24.8,17.7,20.5,79.5,0.0,0,0.0,15.1,1016.3,11,0,47,1629.75,7.1,236.6558724,1
25.5,14.0,19.4,72.4,0.0,0,0.0,13.0,1014.9,11,1,47,1404.56,11.5,242.4335026,1
24.4,13.2,17.8,69.1,0.0,0,0.0,9.4,1013.7,11,2,47,1229.98,11.2,251.0185078,0
24.8,11.8,17.3,65.5,0.0,0,0.0,9.4,1014.2,11,3,47,1133.15,13.0,250.3795224,0
24.6,10.5,17.0,63.7,0.0,0,0.0,16.6,1015.6,11,4,47,1082.9,14.1,249.9043833,0
23.9,9.0,16.1,63.1,0.0,0,0.0,18.4,1016.1,11,5,47,1015.91,14.9,255.002791,0
23.7,9.5,15.3,60.6,0.0,0,0.0,14.2,1016.7,11,6,47,927.18,14.2,255.9965237,0
24.4,8.8,15.7,63.5,0.0,0,0.0,9.4,1017.0,11,0,48,996.95,15.6,258.3435787,1
24.2,9.3,16.3,62.4,0.0,0,0.0,9.4,1016.5,11,1,48,1017.12,14.9,252.5386037,1
23.0,11.3,17.4,65.1,0.0,0,0.0,11.2,1016.7,11,2,48,1132.74,11.7,249.1821686,1
24.7,15.0,19.2,65.3,0.0,0,0.0,11.2,1018.9,11,3,48,1253.76,9.7,237.5374172,1
25.8,12.0,17.7,67.0,0.0,0,0.0,14.4,1020.6,11,4,48,1185.9,13.8,249.4920199,0
25.5,11.9,17.4,64.6,0.0,0,0.0,16.6,1019.7,11,5,48,1124.04,13.6,248.5115199,0
25.0,9.4,16.3,63.7,0.0,0,0.0,8.0,1018.3,11,6,48,1038.31,15.6,254.5927035,0
25.1,9.0,15.8,66.8,0.0,0,0.0,10.1,1017.3,11,0,49,1055.44,16.1,262.4400994,0
26.2,10.1,17.0,69.0,0.0,0,0.0,8.0,1017.4,12,1,49,1173.0,16.1,256.5342393,0
26.2,10.6,17.5,65.8,0.0,0,0.0,14.8,1015.5,12,2,49,1151.5,15.6,249.4104768,0
26.5,10.0,17.1,68.9,0.0,0,0.0,9.4,1014.4,12,3,49,1178.19,16.5,255.7247612,0
27.2,10.5,17.4,69.3,0.0,0,0.0,9.4,1013.0,12,4,49,1205.82,16.7,254.0145566,0
26.7,12.9,18.6,71.9,0.0,0,0.0,16.6,1013.0,12,5,49,1337.34,13.8,247.722737,0
27.2,13.6,19.4,72.7,0.0,0,0.0,9.4,1015.4,12,6,49,1410.38,13.6,242.6085577,0
25.6,13.0,17.6,84.4,0.0,0,0.0,11.2,1017.1,12,0,50,1485.44,12.6,257.9715062,1
26.7,11.9,17.9,74.0,0.0,0,0.0,9.4,1017.2,12,1,50,1324.6,14.8,254.0601545,0
27.9,11.9,18.4,71.3,0.0,0,0.0,9.4,1015.4,12,2,50,1311.92,16.0,248.7013628,0
27.1,12.7,19.0,69.9,0.0,0,0.0,7.6,1015.0,12,3,50,1328.1,14.4,243.4344832,0
24.2,12.9,18.3,76.2,0.0,0,0.0,13.0,1014.9,12,4,50,1394.46,11.3,252.1498388,1
21.4,13.8,17.2,88.6,0.0,0,0.0,11.2,1015.2,12,5,50,1523.92,7.6,259.4512064,1
19.7,11.3,14.5,87.0,0.0,0,0.0,14.8,1015.9,12,6,50,1261.5,8.4,282.8301538,1
17.0,9.5,13.1,79.9,0.0,0,0.0,13.0,1017.1,12,0,51,1046.69,7.5,294.5288909,0
17.8,6.2,11.9,81.5,0.0,0,0.0,11.2,1019.1,12,1,51,969.85,11.6,305.3476928,0
17.4,7.0,11.1,84.7,0.0,0,0.0,13.0,1021.0,12,2,51,940.17,10.4,313.0672279,0
14.4,5.0,9.1,86.9,0.0,0,0.0,18.4,1020.3,12,3,51,790.79,9.4,331.6673593,0
19.5,5.0,11.1,66.2,0.0,0,0.0,18.4,1018.5,12,4,51,734.82,14.5,296.0565808,0
21.6,6.0,12.2,65.7,0.0,0,0.0,16.6,1019.1,12,5,51,801.54,15.6,286.8974759,0
22.0,5.7,12.8,66.6,0.0,0,0.0,14.8,1019.5,12,6,51,852.48,16.3,283.910127,1
22.2,7.7,13.7,71.3,0.0,0,0.0,11.7,1017.4,12,0,52,976.81,14.5,283.3523679,1
22.8,7.7,13.4,73.3,0.0,0,0.0,11.4,1016.2,12,1,52,982.22,15.1,287.7230515,1
22.5,6.3,13.3,76.5,0.0,0,0.0,9.4,1015.4,12,2,52,1017.45,16.2,291.0935638,0
22.5,6.7,13.4,77.5,0.0,0,0.0,8.0,1015.9,12,3,52,1038.5,15.8,290.8950511,0
21.5,6.9,13.2,75.4,0.0,0,0.0,14.8,1017.0,12,4,52,995.28,14.6,291.1154821,0
21.4,7.0,12.8,72.2,0.0,0,0.0,11.2,1016.1,12,5,52,924.16,14.4,291.3528358,0
21.0,7.9,14.4,72.5,0.0,0,0.0,20.5,1013.8,12,6,52,1044.0,13.1,279.1764049,1
19.0,7.6,13.1,60.7,0.0,0,0.0,14.7,1016.6,12,0,53,795.17,11.4,271.0018835,0
17.5,5.8,10.5,73.9,0.0,0,0.0,14.8,1017.7,12,1,53,775.95,11.7,311.9228909,0
15.6,5.0,9.8,83.8,0.0,0,0.0,11.2,1019.3,12,2,53,821.24,10.6,324.765342,1
16.4,6.0,9.3,89.4,0.0,0,0.0,9.4,1018.5,12,3,53,831.42,10.4,329.4290319,1
18.1,3.7,10.2,79.2,0.0,0,0.0,11.2,1017.9,1,4,53,807.84,14.4,319.1369089,0
35.0,25.4,30.4,59.6,0.2,100,4.17,19.6,1004.5,9,6,38,1811.84,9.6,169.4327109,2
36.1,25.6,29.7,69.2,6.72,100,12.5,32.5,1004.5,8,3,35,2055.24,10.5,177.825256,2
32.0,20.0,26.3,75.1,17.357,100,8.33,63.0,1004.5,5,1,21,1975.13,12.0,198.0195638,2
33.2,27.0,30.1,80.5,1.664,100,8.33,13.0,1004.6,8,1,33,2423.05,6.2,174.0971267,2
36.9,28.0,30.8,65.3,0.149,100,4.17,14.8,1004.6,9,3,36,2011.24,8.9,170.8914249,2
19.4,12.5,16.3,90.6,0.0,0,0.0,11.2,1015.0,1,3,1,1476.78,6.9,265.6574742,1
16.3,11.4,13.5,92.2,0.0,0,0.0,9.3,1014.7,1,4,1,1244.7,4.9,288.9413777,1
19.4,11.0,14.6,90.5,0.0,0,0.0,11.2,1015.4,1,5,1,1321.3,8.4,280.3225018,1
15.2,9.0,11.4,86.8,0.0,0,0.0,16.6,1016.1,1,6,1,989.52,6.2,310.2879194,1
16.6,7.0,11.2,86.2,0.0,0,0.0,16.6,1016.6,1,0,2,965.44,9.6,312.1677539,1
16.0,6.2,10.5,85.5,0.0,0,0.0,16.2,1017.0,1,1,2,897.75,9.8,318.5743776,0
16.1,4.9,10.0,84.4,0.0,0,0.0,11.9,1016.1,1,2,2,844.0,11.2,323.0509821,0
19.0,4.5,11.2,84.1,0.0,0,0.0,7.6,1015.9,1,3,2,941.92,14.5,312.106931,1
21.0,7.8,13.1,85.6,0.0,0,0.0,7.6,1014.4,1,4,2,1121.36,13.2,295.2704343,1
16.9,8.0,11.1,89.4,0.0,0,0.0,10.8,1013.2,1,5,2,992.34,8.9,312.4170578,1
14.1,6.0,10.3,90.6,0.0,0,0.0,20.5,1015.5,1,6,2,933.18,8.1,319.4699424,1
33.2,25.0,28.1,91.0,10.149,100,8.33,18.4,1004.6,9,5,37,2557.1,8.2,177.9054763,2
19.7,8.9,12.9,88.5,0.0,0,0.0,14.8,1014.2,1,1,3,1141.65,10.8,296.3342882,1
19.3,9.0,13.3,83.9,0.0,0,0.0,19.4,1014.5,1,2,3,1115.87,10.3,293.621681,1
23.0,9.8,14.2,75.4,0.0,0,0.0,20.5,1013.5,1,3,3,1070.68,13.2,283.1075397,0
17.8,5.8,11.6,87.4,0.0,0,0.0,11.5,1014.8,1,4,3,1013.84,12.0,308.3686401,0
19.6,9.0,13.2,84.1,0.0,0,0.0,16.6,1013.0,1,5,3,1110.12,10.6,294.4870756,1
15.0,9.4,12.3,92.7,0.0,0,0.0,14.8,1016.1,1,6,3,1140.21,5.6,299.534319,1
17.0,8.7,12.0,88.7,0.0,0,0.0,13.0,1018.1,1,0,4,1064.4,8.3,304.3804259,0
19.6,6.6,12.6,77.0,0.0,0,0.0,13.7,1017.6,1,1,4,970.2,13.0,297.1786788,0
20.5,7.3,12.9,76.2,0.0,0,0.0,14.8,1017.2,1,2,4,982.98,13.2,294.1515452,0
19.0,6.1,12.4,75.4,0.0,0,0.0,9.4,1018.1,1,3,4,934.96,12.9,297.6291098,0
19.9,6.1,12.3,77.2,0.0,0,0.0,18.4,1018.5,1,4,4,949.56,13.8,299.8079719,0
20.8,6.0,12.5,72.7,0.0,0,0.0,17.8,1016.8,1,5,4,908.75,14.8,294.2711798,0
22.8,5.5,13.2,67.7,0.0,0,0.0,9.4,1017.3,1,6,4,893.64,17.3,282.5868921,0
25.6,7.8,16.4,62.6,0.0,0,0.0,11.3,1018.9,2,0,5,1026.64,17.8,252.1995346,0
26.0,9.0,17.1,70.9,0.0,0,0.0,9.4,1017.3,2,1,5,1212.39,17.0,257.6312705,0
25.5,12.0,18.2,76.0,0.0,0,0.0,14.8,1015.6,2,2,5,1383.2,13.5,252.8120449,1
36.0,26.0,30.6,41.4,0.68,100,8.33,20.5,1004.6,5,0,19,1266.84,10.0,144.3352918,2
21.0,9.0,14.3,80.6,0.0,0,0.0,11.2,1017.8,2,4,5,1152.58,12.0,284.7490829,0
22.0,9.4,15.0,80.2,0.0,0,0.0,18.4,1018.1,2,5,5,1203.0,12.6,278.9191489,0
22.8,9.0,15.1,81.8,0.0,0,0.0,18.4,1017.8,2,6,5,1235.18,13.8,278.3667131,0
23.7,9.8,15.6,78.7,0.0,0,0.0,13.0,1017.8,2,0,6,1227.72,13.9,273.6791263,0
25.0,10.0,16.4,75.8,0.0,0,0.0,9.4,1014.8,2,1,6,1243.12,15.0,266.2278209,1
28.3,11.9,18.4,72.1,0.0,0,0.0,13.0,1012.7,2,2,6,1326.64,16.4,249.2746868,0
24.0,11.0,16.9,80.7,0.0,0,0.0,16.6,1013.9,2,3,6,1363.83,13.0,263.8205157,1
26.3,12.0,18.1,79.0,0.0,0,0.0,11.2,1015.1,2,4,6,1429.9,14.3,254.3682954,1
26.6,14.0,18.4,79.1,0.0,0,0.0,8.6,1015.4,2,5,6,1455.44,12.6,252.1182454,1
27.8,11.2,18.7,74.4,0.0,0,0.0,6.1,1014.5,2,6,6,1391.28,16.6,248.4723689,0
28.6,11.3,19.8,74.4,0.0,0,0.0,12.6,1012.7,2,0,7,1473.12,17.3,240.6405155,0
28.8,13.2,20.6,74.8,0.0,0,0.0,7.6,1012.2,2,1,7,1540.88,15.6,235.1969368,0
26.8,12.2,18.9,73.8,0.0,0,0.0,9.0,1014.1,2,2,7,1394.82,14.6,246.7388428,0
27.6,11.4,19.2,73.6,0.0,0,0.0,8.5,1016.8,2,3,7,1413.12,16.2,244.5040857,0
25.6,11.2,18.1,77.6,0.0,0,0.0,15.9,1019.2,2,4,7,1404.56,14.4,254.0762179,0
26.5,12.0,18.2,76.7,0.0,0,0.0,11.9,1019.2,2,5,7,1395.94,14.5,253.0631069,1
27.7,11.8,18.5,75.2,0.0,0,0.0,15.2,1017.5,2,6,7,1391.2,15.9,250.2863646,0
28.8,13.0,19.3,72.3,0.0,0,0.0,15.1,1015.2,2,0,8,1395.39,15.8,243.070793,0
30.7,13.0,20.9,67.3,0.0,0,0.0,12.6,1012.9,2,1,8,1406.57,17.7,228.6020479,0
31.8,13.2,21.7,65.3,0.0,0,0.0,13.3,1011.0,2,2,8,1417.01,18.6,221.697278,0
32.6,15.2,22.6,67.1,0.0,0,0.0,16.5,1009.9,2,3,8,1516.46,17.4,217.7251296,0
32.6,15.0,23.6,64.4,0.0,0,0.0,16.6,1007.5,2,4,8,1519.84,17.6,209.4091451,0
31.3,19.0,24.6,59.4,0.0,0,0.0,17.7,1007.0,2,5,8,1461.24,12.3,198.5089575,0
31.6,17.4,23.8,52.8,0.0,0,0.0,14.1,1010.3,2,6,8,1256.64,14.2,193.0159058,0
28.0,13.4,20.9,58.8,0.0,0,0.0,21.6,1014.4,3,0,9,1228.92,14.6,218.3322637,0
28.1,13.0,20.9,57.7,0.0,0,0.0,26.5,1014.3,3,1,9,1205.93,15.1,216.603405,0
30.8,13.0,21.3,57.6,0.0,0,0.0,15.6,1012.4,3,2,9,1226.88,17.8,214.1825339,0
33.6,14.2,23.1,57.1,0.0,0,0.0,9.7,1012.0,3,3,9,1319.01,19.4,203.5146534,0
30.8,14.0,22.6,60.8,0.0,0,0.0,19.3,1011.6,3,4,9,1374.08,16.8,211.3278237,0
31.0,16.0,22.9,60.2,0.0,0,0.0,15.8,1010.8,3,5,9,1378.58,15.0,208.8679313,0
33.4,16.7,24.5,61.5,0.0,0,0.0,13.0,1009.5,3,6,9,1506.75,16.7,201.4180651,0
31.8,20.8,25.2,63.7,0.0,0,0.0,16.6,1010.6,3,0,10,1605.24,11.0,199.6079352,1
40.0,25.1,32.3,39.1,7.656,100,4.17,21.8,1004.6,5,5,21,1262.93,14.9,134.6814618,2
32.6,19.4,25.1,60.8,0.0,0,0.0,14.8,1012.0,3,2,10,1526.08,13.2,197.3851657,1
34.6,18.2,25.7,63.5,0.0,0,0.0,13.8,1012.9,3,3,10,1631.95,16.4,196.6513548,0
32.8,25.0,28.2,87.3,7.643,100,4.17,24.1,1004.6,9,5,36,2461.86,7.8,180.9165264,2
35.0,28.0,31.1,83.2,5.104,100,4.17,10.8,1004.7,9,0,36,2587.52,7.0,166.7921422,2
31.0,16.6,23.9,61.8,0.0,0,0.0,17.7,1013.1,3,6,10,1477.02,14.4,205.095723,0
31.7,17.0,24.3,60.5,0.0,0,0.0,18.4,1011.9,3,0,11,1470.15,14.7,201.4257469,0
31.6,19.0,24.8,61.7,0.0,0,0.0,15.1,1012.1,3,1,11,1530.16,12.6,199.9642043,1
33.8,18.0,25.6,55.3,0.0,0,0.0,14.8,1010.6,3,2,11,1415.68,15.8,188.0110081,1
34.0,18.9,25.9,52.5,0.0,0,0.0,11.2,1011.0,3,3,11,1359.75,15.1,182.4014933,1
34.0,20.5,26.6,48.0,0.0,0,0.0,14.8,1010.7,3,4,11,1276.8,13.5,171.6537464,1
32.9,18.0,25.2,50.7,0.0,0,0.0,18.3,1009.3,3,5,11,1277.64,14.9,182.6726169,0
34.8,18.0,26.3,51.7,0.0,0,0.0,14.8,1008.5,3,6,11,1359.71,16.8,179.2799843,0
31.0,21.5,26.4,46.5,0.0,0,0.0,27.7,1011.8,3,0,12,1227.6,9.5,169.680769,1
28.1,21.3,24.8,48.9,0.0,0,0.0,24.1,1013.7,3,1,12,1212.72,6.8,181.1973735,1
32.5,18.2,25.4,45.4,0.0,0,0.0,20.5,1013.8,3,2,12,1153.16,14.3,171.5877673,1
29.8,16.0,23.4,55.8,0.0,0,0.0,17.8,1013.4,3,3,12,1305.72,13.8,199.9588892,1
31.8,16.0,24.0,55.0,0.0,0,0.0,18.4,1011.5,3,4,12,1320.0,15.8,195.616754,0
34.6,18.0,26.1,57.0,0.0,0,0.0,42.3,1009.5,3,5,12,1487.7,16.6,187.7671094,0
