tempmax,tempmin,temp,humidity,precip,precipprob,precipcover,windspeed,sealevelpressure,month,dayofweek,weekofyear,temp_humidity,temp_range,heat_index,condition_severity
29.0,12.0,20.7,43.2,0.0,0,0.0,23.1,1013.7,11,4,47,894.24,17.0,186.1093312,0
30.8,16.0,21.9,40.9,0.0,0,0.0,18.4,1013.0,11,5,47,895.71,14.8,174.8119341,0
29.0,13.0,20.8,45.2,0.0,0,0.0,18.4,1013.6,11,6,47,940.16,16.0,190.971289,0
28.8,12.0,20.0,44.1,0.0,0,0.0,19.1,1013.1,11,0,48,882.0,16.8,191.6421917,0
27.9,11.4,19.1,55.6,0.0,0,0.0,5.6,1015.1,11,1,48,1061.96,16.5,223.124604,0
25.8,12.8,18.5,80.0,0.0,0,0.0,9.0,1016.3,11,2,48,1480.0,13.0,251.4440344,0
26.1,11.2,18.0,65.9,0.0,0,0.0,9.7,1014.8,12,1,50,1186.2,14.9,246.1688554,0
23.8,11.0,16.5,72.1,0.0,0,0.0,14.0,1017.0,12,2,50,1189.65,12.8,263.0123531,0
24.0,10.0,15.9,67.8,0.0,0,0.0,20.3,1016.6,12,3,50,1078.02,14.0,262.9939565,0
23.8,8.0,15.3,65.8,0.0,0,0.0,11.2,1018.2,12,4,50,1006.74,15.8,264.595881,0
21.8,9.0,14.6,76.7,0.0,0,0.0,12.6,1017.4,12,5,50,1119.82,12.8,280.7461434,0
22.8,8.0,14.4,72.4,0.0,0,0.0,10.9,1017.8,12,6,50,1042.56,14.8,279.0825745,0
22.8,7.2,14.7,71.9,0.0,0,0.0,19.4,1017.5,12,0,51,1056.93,15.6,276.3116516,0
24.0,9.0,16.1,66.7,0.0,0,0.0,23.9,1015.9,12,1,51,1073.87,15.0,260.1985051,0
25.0,10.0,16.5,62.4,0.0,0,0.0,21.5,1015.6,12,2,51,1029.6,15.0,251.214885,0
24.0,8.2,15.5,64.0,0.0,0,0.0,14.7,1015.9,12,3,51,992.0,15.8,260.5013087,0
24.8,8.2,15.3,77.4,0.0,0,0.0,9.4,1014.1,12,4,51,1184.22,16.6,275.5483324,0
24.6,8.4,16.0,80.9,0.0,0,0.0,13.3,1011.5,12,5,51,1294.4,16.2,270.9771206,0
22.6,10.0,15.0,82.7,0.0,0,0.0,15.6,1016.8,12,0,52,1240.5,12.6,279.2433409,1
23.0,8.0,14.8,75.1,0.0,0,0.0,17.1,1017.1,12,1,52,1111.48,15.0,278.173266,0
24.8,8.4,15.7,70.9,0.0,0,0.0,11.2,1015.9,12,2,52,1113.13,16.4,267.8430253,0
21.1,9.1,14.4,85.9,0.0,0,0.0,13.0,1016.6,12,3,52,1236.96,12.0,283.9801747,0
18.2,10.8,13.3,89.2,0.0,0,0.0,13.0,1017.6,12,4,52,1186.36,7.4,292.4823859,1
20.2,9.0,13.5,89.7,0.0,0,0.0,11.5,1016.3,12,5,52,1210.95,11.2,290.466167,1
19.0,5.2,11.5,72.7,0.0,0,0.0,14.1,1017.2,1,4,2,836.05,13.8,302.3271097,0
18.9,4.4,11.8,75.3,0.0,0,0.0,11.3,1018.6,1,5,2,888.54,14.5,302.4892932,1
23.0,9.0,15.7,66.7,0.0,0,0.0,7.6,1017.9,1,6,2,1047.19,14.0,263.0148309,1
18.6,9.8,13.8,75.2,0.0,0,0.0,20.5,1016.7,1,0,3,1037.76,8.8,286.1457242,1
15.0,5.0,10.0,87.8,0.0,0,0.0,13.0,1018.4,1,1,3,878.0,10.0,323.0966194,1
19.0,5.0,11.4,81.3,0.0,0,0.0,11.8,1021.4,1,2,3,926.82,14.0,309.645193,1
20.7,6.8,12.5,80.2,0.0,0,0.0,15.4,1022.7,1,3,3,1002.5,13.9,299.7217587,0
19.8,6.0,12.1,78.4,0.0,0,0.0,18.0,1021.8,1,4,3,948.64,13.8,302.2415447,1
19.0,5.0,12.7,78.0,0.0,0,0.0,13.4,1020.4,1,5,3,990.6,14.0,296.970307,1
23.2,9.0,15.7,81.0,0.0,0,0.0,10.5,1021.2,1,6,3,1271.7,14.2,273.3994071,0
24.0,9.0,16.2,81.4,0.0,0,0.0,14.4,1019.9,1,0,4,1318.68,15.0,269.4216778,0
25.1,11.0,17.4,73.8,0.0,0,0.0,9.4,1018.5,1,1,4,1284.12,14.1,257.6033849,1
33.0,28.0,30.0,77.6,3.402,100,8.33,24.1,999.6,7,6,30,2328.0,5.0,175.8280307,2
36.9,27.0,31.6,67.8,0.598,100,8.33,14.8,999.7,6,1,25,2142.48,9.9,167.6748521,2
30.5,26.0,28.3,79.2,0.4,100,4.17,16.6,999.7,7,3,31,2241.36,4.5,185.2088339,2
18.8,10.0,13.8,88.2,0.0,0,0.0,15.9,1019.6,1,5,4,1217.16,8.8,288.4818053,1
21.0,11.0,15.0,84.2,0.0,0,0.0,16.9,1017.2,1,6,4,1263.0,10.0,279.1830204,1
21.8,10.8,15.4,81.9,0.0,0,0.0,13.6,1015.8,1,0,5,1261.26,11.0,275.9203803,1
22.9,10.0,16.5,78.8,0.0,0,0.0,16.2,1015.3,1,1,5,1300.2,12.9,266.6244582,0
24.5,10.0,16.7,68.9,0.0,0,0.0,15.1,1021.3,2,0,7,1150.63,14.5,258.5555725,0
24.8,9.0,17.2,66.4,0.0,0,0.0,16.9,1021.4,2,1,7,1142.08,15.8,252.1972769,0
26.8,11.0,18.2,65.4,0.0,0,0.0,16.9,1020.7,2,2,7,1190.28,15.8,244.2244366,0
26.3,13.0,19.8,62.1,0.0,0,0.0,18.4,1018.2,2,3,7,1229.58,13.3,229.6840382,1
26.8,15.0,20.0,68.1,0.0,0,0.0,19.1,1017.2,2,4,7,1362.0,11.8,235.1697791,1
29.6,14.0,21.3,70.8,0.0,0,0.0,17.4,1017.1,2,5,7,1508.04,15.6,228.5897119,1
30.8,15.8,22.8,64.7,0.0,0,0.0,14.7,1013.9,2,6,7,1475.16,15.0,214.4298537,1
32.0,17.5,24.0,59.2,0.0,0,0.0,12.6,1006.6,2,0,8,1420.8,14.5,201.5107959,1
25.0,16.0,20.5,71.7,0.0,0,0.0,21.6,1007.5,2,1,8,1469.85,9.0,234.4654769,1
26.8,12.4,20.1,61.3,0.0,0,0.0,15.4,1011.8,2,2,8,1232.13,14.4,226.7388113,0
25.0,11.8,18.7,47.5,0.0,0,0.0,28.7,1014.7,2,3,8,888.25,13.2,206.8561645,0
25.0,9.0,18.6,48.3,0.0,0,0.0,23.0,1016.2,2,4,8,898.38,16.0,209.4231115,0
27.0,11.0,19.3,49.0,0.0,0,0.0,33.6,1014.7,2,5,8,945.7,16.0,207.6422896,0
27.0,11.0,19.1,57.9,0.0,0,0.0,25.0,1012.7,2,6,8,1105.89,16.0,227.3644212,0
28.8,11.0,20.3,53.9,0.0,0,0.0,15.9,1014.2,2,0,9,1094.17,17.8,213.1533562,0
32.2,13.9,22.5,53.4,0.0,0,0.0,11.5,1014.0,2,1,9,1201.5,18.3,200.6197046,0
23.8,10.0,17.7,50.8,0.0,0,0.0,18.9,1014.6,3,0,11,899.16,13.8,220.3743239,0
26.0,10.4,18.4,52.1,0.0,0,0.0,18.6,1016.3,3,1,11,958.64,15.6,219.6587647,0
28.0,12.0,20.3,53.5,0.0,0,0.0,37.8,1014.9,3,2,11,1086.05,16.0,212.3649383,0
29.8,14.8,22.2,52.9,0.0,0,0.0,20.5,1012.0,3,3,11,1174.38,15.0,201.2436449,1
27.8,13.0,21.4,61.4,0.0,0,0.0,22.5,1011.0,3,4,11,1313.96,14.8,219.0788471,0
29.8,14.0,22.6,52.2,0.0,0,0.0,29.1,1010.6,3,5,11,1179.72,15.8,197.9102142,1
29.8,16.8,22.9,54.7,0.0,0,0.0,18.1,1011.6,3,6,11,1252.63,13.0,200.8030352,1
30.2,16.0,22.9,58.4,0.0,0,0.0,23.5,1012.7,3,0,12,1337.36,14.2,206.4704763,0
33.2,17.0,25.1,52.0,0.0,0,0.0,20.6,1012.4,3,1,12,1305.2,16.2,185.3655555,0
35.2,19.0,27.1,48.3,0.0,0,0.0,22.0,1010.8,3,2,12,1308.93,16.2,170.0717275,0
37.0,19.5,28.5,48.5,0.0,0,0.0,9.4,1009.7,3,3,12,1382.25,17.5,164.5789394,0
34.8,21.6,28.1,47.3,0.0,0,0.0,95.1,1010.4,3,4,12,1329.13,13.2,164.1987265,1
34.6,17.0,26.5,46.2,0.0,0,0.0,25.4,1010.7,3,5,12,1224.3,17.6,168.6880483,0
34.8,18.0,27.4,45.2,0.0,0,0.0,32.2,1011.3,3,6,12,1238.48,16.8,163.1447021,0
37.0,20.0,28.9,44.8,0.0,0,0.0,140.1,1010.3,3,0,13,1294.72,17.0,156.6391162,0
38.0,22.0,29.9,46.8,0.0,0,0.0,16.8,1009.6,3,1,13,1399.32,16.0,156.2769596,0
38.1,23.0,30.6,42.4,0.0,0,0.0,23.9,1008.2,3,2,13,1297.44,15.1,146.1886916,0
38.0,22.0,31.1,40.3,0.0,0,0.0,25.3,1008.1,3,3,13,1253.33,16.0,140.6311014,0
39.0,23.0,31.1,40.4,0.0,0,0.0,16.6,1008.7,3,4,13,1256.44,16.0,140.8214211,1
40.2,21.2,30.9,27.6,0.0,0,0.0,10.5,1007.4,4,3,15,852.84,19.0,111.9320452,0
40.5,22.7,32.3,29.3,0.0,0,0.0,11.2,1005.9,4,4,15,946.39,17.8,113.5299937,0
40.5,23.4,32.7,30.0,0.0,0,0.0,20.8,1003.5,4,5,15,981.0,17.1,114.3913787,0
40.4,23.0,32.2,30.9,0.0,0,0.0,10.3,1003.9,4,6,15,994.98,17.4,117.5879603,0
41.5,26.0,33.3,38.3,0.0,0,0.0,15.9,1005.2,4,0,16,1275.39,15.5,130.3051169,0
42.4,26.3,34.4,33.4,0.0,0,0.0,20.9,1004.0,4,1,16,1148.96,16.1,118.0811264,0
42.2,26.6,35.2,22.1,0.0,0,0.0,32.5,1002.3,4,2,16,777.92,15.6,90.93039302,0
43.0,27.6,35.5,27.1,0.0,0,0.0,17.1,1000.2,4,3,16,962.05,15.4,102.5011221,0
40.4,29.0,34.7,42.5,0.0,0,0.0,20.2,1000.6,4,4,16,1474.75,11.4,133.1118825,0
39.6,29.8,33.4,45.0,0.0,0,0.0,19.2,1002.4,4,5,16,1503.0,9.8,140.9359023,0
40.2,26.0,32.9,35.1,0.0,0,0.0,21.5,1003.3,4,6,16,1154.79,14.2,125.1793264,0
38.0,26.0,32.2,33.8,0.0,0,0.0,27.7,1004.9,4,0,17,1088.36,12.0,124.1905664,0
33.7,26.8,29.3,84.5,5.403,100,4.17,16.6,999.7,7,6,30,2475.85,6.9,176.3847331,2
38.2,23.0,31.2,32.8,0.0,0,0.0,22.0,1005.8,4,2,17,1023.36,15.2,124.3892309,1
37.3,23.5,31.9,30.4,0.0,0,0.0,48.5,1007.3,4,3,17,969.76,13.8,117.046734,1
39.2,27.3,33.2,55.8,4.372,100,8.33,20.2,999.7,6,4,24,1852.56,11.9,153.957884,2
39.0,24.8,31.3,35.6,0.0,0,0.0,19.1,1006.1,4,5,17,1114.28,14.2,130.4591441,1
38.0,27.0,32.8,48.5,0.574,100,8.33,20.5,999.7,6,6,23,1590.8,11.0,147.8150723,2
41.7,28.4,35.8,35.7,0.0,0,0.0,16.7,1004.3,5,5,19,1278.06,13.3,119.0955019,0
44.0,29.7,36.7,28.0,0.0,0,0.0,18.4,1001.7,5,6,19,1027.6,14.3,102.4640378,0
46.0,28.8,37.2,24.9,0.0,0,0.0,20.3,1000.0,5,0,20,926.28,17.2,95.07901725,0
41.4,30.0,35.7,30.0,0.0,0,0.0,16.6,1000.0,5,1,20,1071.0,11.4,108.406539,1
35.6,29.0,32.2,73.5,3.403,100,4.17,20.5,999.7,7,4,29,2366.7,6.6,164.8228194,2
40.0,28.2,34.0,39.6,0.0,0,0.0,21.6,1002.7,5,3,20,1346.4,11.8,130.5976167,1
37.0,26.0,31.5,56.8,10.358,100,8.33,24.8,999.7,5,6,21,1789.2,11.0,162.0858756,2
39.0,29.5,33.7,35.4,0.0,0,0.0,21.6,1002.3,5,5,20,1192.98,9.5,123.7409394,1
31.3,26.0,28.6,90.2,0.988,100,8.33,11.2,999.8,7,3,27,2579.72,5.3,175.6139173,2
35.1,25.1,29.8,73.6,4.253,100,4.17,15.3,999.8,6,2,25,2193.28,10.0,177.6687047,2
38.4,23.9,32.1,46.1,0.0,0,0.0,17.7,1004.2,5,1,21,1479.81,14.5,147.0513329,1
41.0,27.7,34.8,41.7,0.0,0,0.0,14.4,1002.6,5,2,21,1451.16,13.3,131.6138329,1
41.4,29.7,35.6,34.8,0.0,0,0.0,11.2,1001.0,5,3,21,1238.88,11.7,117.9629666,1
44.2,29.9,37.2,33.8,0.0,0,0.0,27.7,999.3,5,4,21,1257.36,14.3,112.5732405,0
40.2,30.0,34.4,43.4,0.0,0,0.0,24.1,999.0,5,5,21,1492.96,10.2,135.3616785,0
32.0,27.0,29.6,73.9,0.03,100,4.17,18.5,999.8,8,3,32,2187.44,5.0,178.7626434,2
36.0,26.0,31.1,65.7,0.09,100,4.17,19.1,999.8,6,6,24,2043.27,10.0,169.5528304,2
37.0,23.1,31.4,56.9,0.0,0,0.0,18.4,998.7,5,1,22,1786.66,13.9,162.6154855,0
31.8,27.0,29.0,83.0,1.761,100,8.33,20.5,999.8,8,4,33,2407.0,4.8,179.1841752,2
39.1,24.0,32.3,48.9,5.0,100,4.17,22.3,999.8,6,5,24,1579.47,15.1,150.1959138,2
42.0,29.9,34.7,36.7,0.0,0,0.0,26.8,1000.5,6,2,24,1273.49,12.1,123.6213887,1
41.0,29.0,34.5,38.1,0.0,0,0.0,16.2,1000.9,6,3,24,1314.45,12.0,126.624276,1
39.6,28.2,34.1,46.1,0.74,100,4.17,23.2,999.8,6,3,24,1572.01,11.4,140.0862739,2
39.6,24.1,33.5,43.4,2.851,100,4.17,24.1,999.8,5,3,22,1453.9,15.5,138.2388924,2
30.0,26.0,27.6,93.3,6.63,100,4.17,27.7,999.8,8,6,31,2575.08,4.0,178.4249859,2
35.8,30.0,32.3,69.7,0.809,100,4.17,9.8,999.9,8,5,35,2251.31,5.8,164.4456209,2
34.0,27.4,30.2,81.5,28.072,100,8.33,10.9,999.9,7,1,29,2461.3,6.6,172.997161,2
36.0,27.0,31.6,67.8,0.149,100,4.17,13.0,999.9,6,6,25,2142.48,9.0,167.6748521,2
30.8,25.0,28.0,87.8,17.594,100,12.5,13.3,999.9,6,3,26,2458.4,5.8,181.7341823,2
36.0,27.3,31.8,63.3,0.0,0,0.0,14.8,1000.7,6,4,25,2012.94,8.7,165.1280448,1
38.0,28.3,33.4,60.5,0.0,0,0.0,10.5,998.2,6,5,25,2020.7,9.7,156.3568201,1
39.2,30.3,34.8,58.9,0.0,0,0.0,11.2,998.0,6,6,25,2049.72,8.9,149.4754572,1
33.9,28.0,30.5,75.8,0.4,100,4.17,14.8,999.9,6,2,26,2311.9,5.9,173.5034937,2
32.0,25.0,28.2,90.7,23.415,100,8.33,14.8,999.9,6,4,26,2557.74,7.0,177.5982658,2
33.2,26.0,28.6,81.0,8.701,100,12.5,16.6,999.9,6,0,25,2316.6,7.2,182.6730987,2
33.8,25.5,28.8,86.7,0.425,100,4.17,16.6,999.9,8,2,34,2496.96,8.3,177.7063744,2
37.0,29.0,32.4,73.5,10.0,100,12.5,17.1,999.9,7,1,29,2381.4,8.0,163.7897424,2
34.8,26.8,30.8,71.7,0.0,0,0.0,20.5,1001.2,7,3,28,2208.36,8.0,172.2768701,1
36.0,28.3,32.1,68.7,0.0,0,0.0,16.6,1000.5,7,4,28,2205.27,7.7,165.3367257,1
33.0,28.0,30.1,72.7,0.06,100,4.17,17.7,999.9,8,6,31,2188.27,5.0,176.0481705,2
36.0,28.8,31.7,76.1,0.0,0,0.0,11.2,1000.2,7,6,28,2412.37,7.2,166.9054279,1
34.5,26.0,29.4,70.8,0.149,100,4.17,20.5,999.9,6,6,23,2081.52,8.5,179.7420911,2
33.5,27.0,30.0,83.7,0.075,100,4.17,24.1,999.9,8,1,31,2511.0,6.5,172.7928728,2
41.2,27.9,36.1,36.0,0.09,100,4.17,27.7,999.9,5,5,21,1299.6,13.3,118.8897538,2
29.8,27.0,28.3,83.6,0.515,100,8.33,14.6,1000.0,7,3,30,2365.88,2.8,183.0628833,2
36.0,28.7,31.9,73.3,0.0,0,0.0,17.4,998.6,7,4,29,2338.27,7.3,166.4086909,1
33.9,28.0,30.8,76.9,5.2,100,16.67,20.5,1000.0,7,2,31,2368.52,5.9,171.5665177,2
40.6,27.2,34.4,27.0,0.1,100,4.17,21.2,1000.0,5,3,20,928.8,13.4,104.1000063,2
34.3,27.0,29.9,78.4,6.954,100,8.33,21.4,1000.0,6,4,26,2344.16,7.3,176.1316973,2
33.0,27.0,29.4,82.0,1.045,100,8.33,11.2,1000.1,8,3,33,2410.8,6.0,177.3883553,2
34.8,26.9,30.6,77.4,0.0,0,0.0,18.4,999.9,7,2,30,2368.44,7.9,172.5215517,1
34.8,29.2,31.5,72.6,0.0,0,0.0,16.2,1001.6,7,3,30,2286.9,5.6,168.565149,1
34.0,25.0,31.3,79.3,7.331,100,4.17,14.8,1000.1,7,0,29,2482.09,9.0,167.9025085,2
34.8,27.9,30.5,78.3,0.0,0,0.0,20.8,1002.2,7,5,30,2388.15,6.9,172.7710633,1
33.2,28.0,30.3,74.8,0.0,0,0.0,13.3,1001.7,7,6,30,2266.44,5.2,174.788307,1
39.1,30.0,33.5,59.2,1.556,100,4.17,18.4,1000.1,6,6,25,1983.2,9.1,155.1580097,2
34.1,27.0,30.9,70.0,0.0,0,0.0,20.2,1001.0,8,6,32,2163.0,7.1,171.6298969,1
36.0,27.0,31.4,66.3,0.0,0,0.0,14.8,1004.2,8,0,33,2081.82,9.0,168.2687942,1
34.0,25.7,29.4,82.8,20.643,100,16.67,18.4,1000.1,6,3,26,2434.32,8.3,176.9181736,2
32.6,26.3,30.4,52.5,0.34,100,4.17,26.0,1000.1,6,0,25,1596.0,6.3,162.3225733,2
37.0,29.0,32.8,62.5,0.0,0,0.0,23.9,999.8,8,3,33,2050.0,8.0,160.0773972,1
37.2,29.0,33.1,62.5,0.0,0,0.0,14.8,1001.0,8,4,33,2068.75,8.2,158.7067334,1
40.5,23.7,31.9,52.8,6.747,100,8.33,36.1,1000.1,5,0,21,1684.32,16.8,156.4302373,2
35.6,27.0,31.0,76.1,0.0,0,0.0,14.8,1003.3,8,6,33,2359.1,8.6,170.6885319,1
35.0,28.0,31.5,74.7,0.0,0,0.0,16.6,1002.1,8,0,34,2353.05,7.0,168.3013278,1
38.6,26.2,32.8,43.7,0.045,100,4.17,9.9,1000.2,5,0,22,1433.36,12.4,140.9951864,2
35.1,28.1,30.8,78.1,0.37,100,4.17,14.8,1000.2,8,2,34,2405.48,7.0,171.1688255,2
34.0,25.4,29.7,79.7,0.0,0,0.0,7.6,1003.0,8,3,34,2367.09,8.6,176.7727018,1
34.6,27.9,30.1,78.7,0.299,100,4.17,18.4,1000.2,7,1,28,2368.87,6.7,174.8816303,2
32.3,25.0,28.9,86.7,203.047,100,12.5,18.4,1000.2,6,4,26,2505.63,7.3,177.0926247,2
32.5,26.0,27.5,92.5,86.636,100,8.33,18.4,1000.2,8,1,34,2543.75,6.5,180.0484296,2
37.8,26.2,31.9,62.7,4.593,100,8.33,20.2,1000.2,6,5,25,2000.13,11.6,164.3592339,2
36.2,29.0,30.8,75.5,0.03,100,4.17,18.4,1000.3,9,4,36,2325.4,7.2,171.9196971,2
35.6,28.0,31.6,73.3,0.17,100,4.17,26.3,1000.3,8,4,32,2316.28,7.6,167.9799001,2
45.0,30.0,35.9,34.6,0.51,100,4.17,28.8,1000.3,5,4,22,1242.14,15.0,116.8997669,2
36.2,27.2,31.8,66.7,0.0,0,0.0,11.5,1007.0,9,2,37,2121.06,9.0,166.4077309,1
35.0,28.2,31.6,69.0,0.0,0,0.0,9.4,1006.6,9,3,37,2180.4,6.8,167.8954608,1
36.0,27.7,31.8,61.7,0.0,0,0.0,15.4,1005.8,9,4,37,1962.06,8.3,164.2881607,1
31.2,27.4,29.5,71.2,0.0,0,0.0,11.2,1005.7,9,5,37,2100.4,3.8,179.24653,1
34.8,25.0,29.7,69.1,0.0,0,0.0,18.4,1005.0,9,6,37,2052.27,9.8,177.8021619,1
36.0,24.0,30.1,65.8,0.0,0,0.0,19.1,1004.3,9,0,38,1980.58,12.0,174.6348102,1
36.0,26.0,31.1,59.4,0.0,0,0.0,14.8,1003.8,9,1,38,1847.34,10.0,166.015609,1
37.2,25.5,30.9,58.6,0.0,0,0.0,10.3,1003.3,9,2,38,1810.74,11.7,166.3100871,0
34.8,25.4,29.9,70.3,0.0,0,0.0,18.4,1003.4,9,3,38,2101.97,9.4,176.961651,1
36.2,28.1,31.5,74.9,1.701,100,4.17,10.1,1000.4,6,3,26,2359.35,8.1,168.2624352,2
35.0,28.0,30.6,80.8,1.111,100,12.5,11.2,1000.4,8,0,33,2472.48,7.0,171.0865233,2
31.0,23.0,26.4,84.4,0.0,0,0.0,17.1,1007.5,9,6,38,2228.16,8.0,194.5504821,1
34.8,23.0,29.1,73.3,0.0,0,0.0,15.1,1005.7,9,0,39,2133.03,11.8,181.5810673,0
35.0,25.7,30.0,70.7,0.0,0,0.0,17.4,1006.4,9,1,39,2121.0,9.3,176.4784279,0
36.2,24.4,29.9,65.3,0.0,0,0.0,6.4,1006.9,9,2,39,1952.47,11.8,175.437119,0
37.0,25.1,30.4,62.7,0.0,0,0.0,11.2,1005.9,9,3,39,1906.08,11.9,171.5654381,0
36.0,23.0,29.7,60.3,0.0,0,0.0,15.4,1007.7,9,5,39,1790.91,13.0,173.3228707,0
35.2,22.5,28.2,58.9,0.0,0,0.0,15.1,1005.4,10,4,41,1660.98,12.7,179.417673,0
36.2,22.2,28.1,57.4,0.0,0,0.0,12.0,1005.1,10,5,41,1612.94,14.0,178.3701422,0
36.0,20.6,27.9,53.7,0.0,0,0.0,9.4,1005.6,10,6,41,1498.23,15.4,174.8604981,0
35.1,19.5,27.1,54.5,0.0,0,0.0,7.9,1006.4,10,0,42,1476.95,15.6,179.652389,0
35.0,19.4,26.7,55.6,0.0,0,0.0,13.0,1008.1,10,1,42,1484.52,15.6,183.0195906,0
34.3,20.2,27.0,55.2,0.0,0,0.0,15.4,1009.0,10,2,42,1490.4,14.1,181.0526253,0
36.0,19.0,27.1,62.2,0.0,0,0.0,9.4,1009.1,10,3,42,1685.62,17.0,188.0010646,0
35.2,21.0,27.5,60.2,0.0,0,0.0,12.6,1008.5,10,4,42,1655.5,14.2,184.1631043,0
34.2,19.5,26.3,58.6,0.0,0,0.0,11.8,1007.3,10,5,42,1541.18,14.7,188.6498423,0
36.0,19.0,26.5,58.3,0.0,0,0.0,10.5,1006.2,10,6,42,1544.95,17.0,187.2910323,0
35.2,18.0,26.8,53.5,0.0,0,0.0,5.4,1008.3,10,0,43,1433.8,17.2,179.6796084,0
33.0,19.0,25.8,50.8,0.0,0,0.0,18.4,1011.4,10,1,43,1310.64,14.0,180.0905352,0
32.8,18.3,24.6,52.6,0.0,0,0.0,9.4,1014.0,10,2,43,1293.96,14.5,188.7630544,0
33.1,17.6,24.9,57.3,0.0,0,0.0,11.2,1014.4,10,3,43,1426.77,15.5,194.2832073,0
33.0,18.0,24.7,61.6,0.0,0,0.0,9.4,1013.6,10,4,43,1521.52,15.0,200.4144426,0
32.5,18.1,24.6,58.8,0.0,0,0.0,11.2,1013.2,10,5,43,1446.48,14.4,197.7793814,0
32.0,18.5,24.5,60.1,0.0,0,0.0,11.2,1015.3,10,6,43,1472.45,13.5,199.8723567,0
31.0,18.0,24.1,65.5,0.0,0,0.0,9.4,1015.6,10,0,44,1578.55,13.0,207.4156158,0
31.0,17.7,23.6,66.5,0.0,0,0.0,9.4,1013.5,10,1,44,1569.4,13.3,211.1676381,0
28.4,13.6,20.2,71.6,0.0,0,0.0,11.2,1011.3,11,0,46,1446.32,14.8,236.4425177,0
27.5,16.0,21.1,67.1,0.0,0,0.0,14.8,1011.1,11,1,46,1415.81,11.5,227.1446591,0
27.0,14.9,20.7,62.4,0.0,0,0.0,14.8,1012.6,11,2,46,1291.68,12.1,224.5641592,0
26.0,14.0,19.8,67.2,0.0,0,0.0,13.0,1014.2,11,3,46,1330.56,12.0,235.6484539,0
25.7,14.8,19.8,66.5,0.0,0,0.0,14.8,1014.8,11,4,46,1316.7,10.9,234.94904,1
36.2,27.0,32.1,73.6,2.3,100,4.17,11.5,1000.4,7,1,29,2362.56,9.2,165.3271887,2
24.1,14.0,19.1,53.3,0.0,0,0.0,18.4,1016.3,11,6,46,1018.03,10.1,218.4694764,1
23.1,10.0,17.0,52.8,0.0,0,0.0,16.6,1017.3,11,0,47,897.6,13.1,229.0482737,0
24.0,9.0,16.2,55.3,0.0,0,0.0,18.4,1015.3,11,1,47,895.86,15.0,239.4466454,0
25.0,9.0,16.8,50.3,0.0,0,0.0,18.4,1014.5,11,2,47,845.04,16.0,223.9769495,0
25.3,10.0,16.6,51.3,0.0,0,0.0,16.6,1013.7,11,3,47,851.58,15.3,227.6272686,0
25.8,9.5,17.1,47.8,0.0,0,0.0,15.0,1015.2,11,4,47,817.38,16.3,215.7170377,0
26.1,10.4,17.7,47.7,0.0,0,0.0,13.0,1015.9,11,5,47,844.29,15.7,212.3885357,0
27.0,10.2,17.9,51.8,0.0,0,0.0,9.4,1017.2,11,6,47,927.22,16.8,221.6904437,0
25.2,10.6,17.4,53.8,0.0,0,0.0,18.4,1014.5,11,0,48,936.12,14.6,229.0730526,0
27.0,10.0,18.3,50.9,0.0,0,0.0,14.8,1013.5,11,1,48,931.47,17.0,217.4019604,0
28.0,10.7,19.1,51.7,0.0,0,0.0,11.2,1015.5,11,2,48,987.47,17.3,214.9861801,0
27.0,11.0,18.6,57.2,0.0,0,0.0,16.6,1015.9,11,3,48,1063.92,16.0,229.0531314,0
19.7,11.0,14.9,86.8,0.0,0,0.0,13.0,1018.1,12,2,50,1293.32,8.7,279.4755244,0
18.0,10.8,13.5,83.7,0.0,0,0.0,13.0,1019.7,12,3,50,1129.95,7.2,291.8986557,1
19.0,8.0,12.4,78.2,0.0,0,0.0,14.8,1020.8,12,4,50,969.68,11.0,299.5966534,0
19.7,8.0,12.4,74.8,0.0,0,0.0,21.1,1021.6,12,5,50,927.52,11.7,297.116615,0
22.5,7.0,13.9,59.8,0.0,0,0.0,24.1,1021.3,12,6,50,831.22,15.5,263.7157525,0
24.4,8.0,15.3,57.8,0.0,0,0.0,18.4,1020.0,12,0,51,884.34,16.4,250.4200396,0
23.0,9.0,15.1,61.9,0.0,0,0.0,14.8,1019.6,12,1,51,934.69,14.0,259.7051226,1
21.0,11.0,16.0,72.6,0.0,0,0.0,11.2,1020.6,12,2,51,1161.6,10.0,267.1284651,1
24.7,12.0,17.3,73.0,0.0,0,0.0,14.8,1020.8,12,3,51,1262.9,12.7,257.8161082,1
25.0,10.0,16.3,66.3,0.0,0,0.0,18.4,1018.7,12,4,51,1080.69,15.0,258.2806514,1
24.0,9.0,15.7,61.4,0.0,0,0.0,20.5,1015.3,12,5,51,963.98,15.0,254.8115175,0
24.0,8.6,15.7,61.1,0.0,0,0.0,9.4,1015.6,12,6,51,959.27,15.4,254.276756,0
22.3,8.7,14.7,71.4,0.0,0,0.0,16.6,1017.3,12,0,52,1049.58,13.6,275.8194032,0
23.0,8.4,14.6,72.7,0.0,0,0.0,13.0,1017.8,12,1,52,1061.42,14.6,277.8222768,0
25.0,8.9,15.6,67.5,0.0,0,0.0,14.8,1017.0,12,2,52,1053.0,16.1,264.7623163,0
24.8,9.0,16.1,63.9,0.0,0,0.0,13.0,1016.8,12,3,52,1028.79,15.8,256.2505839,0
